file,RUNINFO,IVOL,METHODNAME,1_C04:0_AREA,1_C06:0_AREA,1_C08:0_AREA,1_C10:0_AREA,1_C11:0_AREA,1_C12:0_AREA,1_C12:1_AREA,1_C13:0_AREA,1_C14:0_AREA,1_C14:1_AREA,1_C15:0_AREA,1_C15:1_AREA,1_C16:0_AREA,1_C16:1n-7_AREA,1_C16:1n-7t_AREA,1_C16:1n-9_AREA,1_C17:0_AREA,1_C17:1_AREA,1_C18:0_AREA,1_C18:1n-12_AREA,1_C18:1n-7_AREA,1_C18:1n-7t_AREA,1_C18:1n-9c_AREA,1_C18:1n-9t_AREA,1_C18:2n-6c_AREA,1_C18:2n-6t_AREA,1_C18:3n-3_AREA,1_C18:3n-6_AREA,1_C18:4n-3 SDA_AREA,1_C18:5n-3?_AREA,1_C19:0_AREA,1_C20:0_AREA,1_C20:1n-12_AREA,1_C20:1n-15_AREA,1_C20:1n-9_AREA,1_C20:2n-6_AREA,1_C20:3n-3_AREA,1_C20:3n-6_AREA,1_C20:4n-6_AREA,1_C20:5n-3_AREA,1_C21:0_AREA,1_C22:0_AREA,1_C22:1n-9_AREA,1_C22:2n-6_AREA,1_C22:3_AREA,1_C22:4n-6_AREA,1_C22:5n-3_AREA,1_C22:5n-6?_AREA,1_C22:6n-3_AREA,1_C23:0_AREA,1_C24:0_AREA,1_C24:1n-9_AREA,1_Diatom II_AREA,1_Diatom III_AREA,1_UNK II_AREA,1_ant-15:0_AREA,1_iso-15:0_AREA,1_Total FA_G_AREA
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 01_35_45_J319-P29.DATA,N.A.,3,2020-02-19 AKM,14.79818906,5.581328147,14.37076371,5.161246956,0,32.64339638,30.32329927,1.319898367,273.1509987,6.457228342,30.47923786,0,808.2062247,254.9270832,14.59937524,43.36903643,49.91994856,0,320.8781758,0,106.1468277,0,308.9446976,2.655953403,151.6822818,25.56068684,79.51544706,5.542924894,148.2441671,2.137695762,15261.90822,22.03828484,11.82878761,0,4.883060277,14.77466445,5.620970494,78.51371003,14.34487349,429.8723906,36.75561238,22.03910471,12.42815502,0,0,2.878489621,12.88651986,10.56632909,385.2187723,7.432019,18.5934447,47.8962844,2.957226046,18.853284,14.83828837,25.41246547,30.88978413,19873.07348
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_01_52_J319-P30.DATA,N.A.,3,2020-02-19 AKM,34.57042836,3.710196208,8.624725689,3.716631593,0,19.51249349,13.11643619,0,199.968222,4.551303412,22.93241884,0,710.8081776,182.0389605,10.1540821,38.33311311,33.5351123,0,285.9353769,0,80.40683767,1.428097607,304.9386739,22.55795591,102.926098,38.01538379,108.0732787,3.894203922,253.69454,2.38529328,9914.596747,17.20546991,5.254093001,0,0,13.67983581,5.172204452,70.65920243,9.729881389,326.3797279,24.43220716,11.70210849,5.465362928,0,0,0,11.40518501,7.757399587,332.7835563,3.058529236,9.532362689,40.36913543,2.439605807,12.69695108,32.60483846,18.63875209,23.30757121,13720.10111
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_27_54_J319-P31.DATA,N.A.,3,2020-02-19 AKM,10.66410666,3.678671247,12.84614345,6.433165224,2.140110943,37.67717409,14.50009854,2.161220941,476.2404072,9.851444861,36.50563453,0,976.3775411,405.3366263,24.97972997,68.63603824,42.62428908,1.684984905,302.3009349,0,153.1786444,0,292.923706,2.815049329,153.9656665,52.2793741,173.9234775,7.788255906,355.9466315,11.71770046,9299.895503,17.92324799,10.66647692,0,8.210126145,27.65201436,8.102550922,129.6155836,14.84121086,564.4471199,22.8907161,21.97794508,1.487226319,2.742252235,0,0,19.58736004,14.33559467,474.1288361,4.927175282,17.54946819,44.65060278,4.282594148,23.90317359,22.82359129,42.03696465,50.14366295,15274.74773
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 02_53_55_J319-P32.DATA,N.A.,3,2020-02-19 AKM,10.68588194,7.620827252,12.92366171,4.267296409,0,47.02110041,21.0052571,6.715252461,650.6518139,6.014876963,38.61680693,0,815.0964335,422.9793445,9.56894365,103.9564364,33.46148906,0,307.5953073,0,90.25626164,0,136.9656002,16.50379738,141.0159058,20.91412301,45.34952435,13.25203403,66.54988231,1.989440937,10958.34937,27.91381816,3.929359886,0,5.274263362,10.50870736,4.34298972,32.91472774,9.878391022,233.4875654,28.0987917,74.04801964,17.14008198,0,3.0296377,0,6.865960723,1.953667291,148.10104,4.636566014,69.81462144,12.04865891,3.519067777,36.90391673,5.44540214,23.31438117,32.80440668,15444.30356
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 03_20_01_J319-P34.DATA,N.A.,3,2020-02-19 AKM,8.319621022,4.273739427,10.76258924,3.989239647,0,37.94402839,11.54416192,2.980784994,829.7993707,1.76304378,40.31782066,0,846.4036911,697.2956549,5.559023212,72.54472516,22.40544405,0,215.2669442,19.63190976,91.81351649,0,116.531598,15.69599142,170.2379758,11.28734666,35.84101151,23.6590126,64.62535853,3.988074884,6934.433987,23.66532,2.183787427,0,4.984508916,40.64705705,2.904236262,37.1066383,18.77912368,339.3491287,18.18827217,61.22577362,11.98567884,0,0,1.394138162,13.64182876,0,279.6303766,4.222701284,60.3793671,26.70113505,2.165242278,76.35527689,9.381111171,7.456796527,35.38673198,12120.55537
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 03_46_07_J319-P35.DATA,N.A.,3,2020-02-19 AKM,7.971309423,1.842324429,11.50473138,4.028295072,0,81.55177909,8.150856858,3.578845876,911.9750765,4.631789395,46.82061832,0,1003.791469,727.5897302,11.81046363,151.7630342,24.69694562,0,310.6391842,49.1635546,128.4620565,1.803944599,108.9275919,17.82116523,280.2746398,33.50923268,87.83743589,27.20587575,182.3603139,4.253622475,6673.779305,27.89845609,0,0,6.909897524,31.86994946,44.05505662,101.5725044,12.88283106,305.5731765,17.61934134,56.08346684,10.06819474,0,0,0,16.38795852,7.663641378,344.457261,2.522076951,87.02405339,18.87761804,4.679266654,83.47318465,19.93759094,21.80128548,40.56494175,13237.20266
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 04_12_13_J319-P36.DATA,N.A.,3,2020-02-19 AKM,9.875100866,2.086598508,11.66930666,5.439254037,0,26.2443072,13.82453802,2.33108551,283.9366995,7.825583438,25.07692343,0,558.0871732,262.869019,12.46744989,47.88134318,29.06230761,0,330.4491834,0,99.52176846,0,103.7618719,16.95893406,87.57888857,37.91797222,83.39354479,3.148458979,168.3227344,5.50341724,7317.900756,17.67394411,4.561710634,0,3.887038668,7.655580739,42.63755227,61.90107451,6.95068965,225.8402469,19.29993436,12.93087414,8.740695468,0,0,0,7.048231302,4.553130405,212.7905735,3.601619787,12.40791328,13.48429551,2.441182497,10.52703308,8.96458878,30.64016354,29.72454607,10723.13824
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 04_38_19_J319-P37.DATA,N.A.,3,2020-02-19 AKM,9.774257303,11.08566799,10.66996811,4.804848438,0,47.91925668,8.458639414,2.771970353,668.1777137,1.917305846,38.73211251,0,861.9351518,458.4204354,6.018295181,91.75793064,27.24860003,1.33303644,302.0682088,0,104.2057331,0.881057691,103.3108297,1.103838695,156.0252949,10.44570505,32.38886342,14.1284961,38.58179048,1.629806826,7830.947338,29.6689743,2.913413122,0,7.861543644,15.50591228,5.603793002,32.26852077,9.649106699,214.9949728,19.19866861,60.62587537,17.42687848,0,2.801199278,1.988564645,10.99469676,2.862195562,260.1870512,3.89051921,56.64893747,12.24459887,7.647900671,53.47385058,0,20.75385166,41.34148869,12426.76328
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_04_25_J319-P38.DATA,N.A.,3,2020-02-19 AKM,5.995510565,4.150061801,16.03533814,7.12562989,0,34.6234308,14.7493541,3.852722101,650.2468989,2.963121382,50.48352894,0,1169.79946,611.3793788,14.79178395,39.27201021,43.70987199,0,362.8570532,0,182.2927901,0,320.3009083,24.89831007,246.5104837,14.00609997,83.23880419,10.31115156,157.7409742,4.495253523,9436.531246,25.28346323,5.23016943,0,13.74797567,21.21249536,9.96996877,92.17469041,33.80882242,526.4272052,25.07050625,25.24560912,9.099180596,0,0,3.574774559,30.6747243,14.02716472,496.1452282,7.436494534,17.88807106,38.7647164,5.099883532,38.46242813,19.82929398,30.75365333,60.64748975,15714.82376
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_30_30_J319-P39.DATA,N.A.,3,2020-02-19 AKM,7.636550757,2.799026768,13.0039264,5.23300086,0,24.45932775,19.93360806,1.689960306,252.178919,5.357748317,22.48831558,0,585.8771956,217.248078,15.07902591,50.85056013,24.54152952,0,343.3378119,0,100.3548677,1.959853353,93.80189449,26.98362813,99.13413948,54.9680578,89.91779456,5.349218513,133.5257203,0,7696.419209,17.66585448,4.662881817,0,3.15192869,5.398952275,2.686297003,66.70187946,7.618836213,133.7781658,19.33499358,10.70792795,7.723091487,0,0,0,5.166907232,2.823313046,192.8570054,3.709812427,10.24991988,8.373117353,0,7.288536989,4.886402241,26.05778331,34.12144933,10859.94492
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 05_56_36_J319-P40.DATA,N.A.,3,2020-02-19 AKM,11.14900524,6.674332798,15.2096782,7.761097898,0,37.65640465,18.90614312,3.38755311,409.8956226,14.54516476,28.64883804,0,748.5890022,350.4284296,23.92927436,102.3773333,28.71706181,4.849204156,223.0176721,0,142.9417298,0,102.8220806,22.23676396,116.0176414,111.6542952,161.0062916,6.168319443,225.030889,0,8880.313804,14.85428602,4.084907081,0,6.007343327,2.39454779,3.807610461,133.0016465,7.281069838,155.0623694,20.54454397,14.3304088,10.98635775,0,0,0,8.102871686,4.078571003,199.6836152,2.889135339,12.24974024,5.938779823,3.087695157,4.960013781,9.766653003,42.60567644,45.87892314,13026.57487
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 06_22_42_J319-P41.DATA,N.A.,3,2020-02-19 AKM,12.56122674,4.04785167,13.75640047,4.002293636,0,26.2887511,14.48963309,2.505525929,248.9030295,8.407717423,22.07618799,0,650.6744834,242.2691351,11.6887681,61.24500792,26.29928178,1.435658619,290.5375767,0,136.0361081,3.35259205,121.7277492,29.04309292,137.0053424,93.42265888,105.3484072,4.515471164,203.1805859,4.183126345,7628.917734,16.17576486,4.594024126,0,5.644261291,19.54783218,1.516159801,115.6306749,4.799580306,117.0883153,18.49329682,11.68339987,14.87408188,0,0,0,5.546275663,0,139.8619721,2.681634115,9.955745821,3.970469543,0,6.442540423,6.846551878,36.82545258,40.47905402,11196.41671
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 06_48_47_J319-P43.DATA,N.A.,3,2020-02-19 AKM,12.38322154,6.598642757,13.92214442,3.997040317,0,23.32718774,26.81416525,0,107.4375308,0,16.70359788,0,537.2849721,40.78466602,2.513223924,19.46022282,32.60493399,0,482.4711799,0,14.07808335,0,57.49157303,33.03404311,29.98428365,6.90365481,12.80564473,0,23.75702441,28.2053983,14487.91824,26.46432321,4.926058028,0,2.64886885,11.52389843,2.17133339,13.36383011,0,16.96045478,35.09654982,19.0518452,1.853144127,0,2.166290173,0,0,0,13.43728117,3.603516946,17.20611237,0,0,0,0,9.590631286,12.05263457,16805.27258
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 07_14_54_J319-P46.DATA,N.A.,3,2020-02-19 AKM,10.50065337,2.333538208,14.12515917,3.13594846,0,27.33728893,26.82084626,0,109.7981677,3.927869108,16.1233711,0,538.8040526,103.6653398,4.90076797,32.68105537,32.49848002,3.215929168,611.5343274,0,46.69255981,7.510657111,102.2414812,28.14675449,47.11403434,39.33041747,50.12013276,0,129.7136639,83.51496684,13529.47995,31.27320469,4.218783644,0,1.903918048,17.4531137,0,61.1493984,3.774013812,83.20422551,32.86548831,16.63874833,7.171594821,0,0,6.574396288,0,0,75.23862998,4.420711952,18.99046175,15.49678572,0,4.396251834,0,9.539453867,10.50140216,17108.88809
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 07_41_00_J319-P49.DATA,N.A.,3,2020-02-19 AKM,14.20065296,3.214876432,14.60024785,6.045241298,0,35.10826553,40.03179799,0,175.9538969,2.805166672,15.47852922,0,515.1171031,144.2436651,5.383790494,35.17425142,28.64887128,4.831230024,457.9005798,13.54511435,55.08616229,6.635089472,68.49449907,27.08472903,79.62497857,41.31113592,51.07308505,1.974103401,148.4159891,4.747841152,12263.26444,25.81806168,4.482371903,0,0,14.15077278,6.173348423,96.25738397,4.32435311,143.2622264,28.76726308,14.67018492,3.585533779,0,0,0,5.26181935,0,123.9047659,2.825612933,8.560337028,5.275584856,2.233217407,15.21994407,0,13.44755348,16.64013541,15340.65605
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 08_07_06_J319-P51.DATA,N.A.,3,2020-02-19 AKM,10.05916794,3.859489496,14.32465175,5.114871975,0,37.3841595,35.9459429,0,205.14199,1.862608601,17.30507112,0,422.4547934,146.9095929,6.640086056,34.53427845,21.98680169,4.280835177,217.3967044,20.86608194,69.20623982,1.885121657,118.0068621,17.22000403,121.8207223,19.63114419,59.86306209,2.95008411,114.0953873,1.824556758,9190.398392,15.04233202,3.123171095,0,3.128082506,22.15126714,32.56701462,77.61647263,8.693289529,206.4769566,20.99312521,14.96775595,4.01912538,0,0,0,7.179964944,1.046244243,199.3953417,0,8.669142816,9.707930923,4.688896657,21.9988825,0,14.18982659,22.8988817,12121.05152
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 08_33_11_J319-P52.DATA,N.A.,3,2020-02-19 AKM,9.787391361,2.522209698,13.29259035,5.369676828,0,32.89211321,33.21970723,1.615352128,284.7476299,7.661110177,22.42846611,0,608.945507,249.7539164,13.09525728,44.5874037,34.04576021,4.42405063,396.5599688,0,109.0757297,5.081711831,144.2655558,17.54816934,83.4259762,48.88712263,82.76087326,3.702496517,135.8454623,0,13730.71975,24.92908608,4.441590811,0,7.557860322,13.76582623,12.9127506,68.28196008,6.739675528,164.9365585,33.71650999,13.96557792,6.231773446,0,0,0,10.26248748,1.355647184,186.8972281,3.142486105,9.117617531,6.682640505,2.1226217,11.60489956,0,27.16970132,37.6645597,17250.60353
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 08_59_18_J319-P01.DATA,N.A.,3,2020-02-19 AKM,5.799539158,3.290514808,13.62727972,4.173570208,0,35.5879639,20.23437917,1.781228886,235.4448707,0,19.98042038,0,482.3190237,147.2008191,5.781579413,41.79005234,25.0776091,3.73811668,301.1526986,16.54827308,69.7388892,1.834224121,87.21129802,26.44385382,110.8358038,15.5521078,54.33529377,2.909247836,97.00792141,3.5598649,10161.44614,19.4380511,4.247986189,0,0,20.9413257,3.597533851,69.60024274,7.050651254,145.6293417,23.44050782,12.19434777,10.96157565,0,1.911148695,0,0,0,135.7977616,3.121924703,11.39811682,5.499638738,2.223774408,20.28235792,0,19.84532399,24.76821189,13023.49101
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 09_25_26_J319-P02.DATA,N.A.,3,2020-02-19 AKM,6.888424794,8.385210455,8.568069186,0,0,14.79902597,11.29062412,1.003123028,174.7984656,1.889125419,9.849643472,0,240.944755,63.64776269,18.9863982,9.569705263,4.563981956,2.284695969,76.91392893,0,37.79280147,0,101.8151614,9.898067523,69.86508356,4.734108611,28.03842945,0,200.8355956,1.99643882,3609.022016,6.689222852,0,0,0,7.212585551,13.17789347,130.46429,4.879110048,84.42214589,7.589035357,3.902064458,3.051641903,0,0,0,4.533991733,0,169.4103712,0,2.429015013,2.098999934,0,5.764123724,0,7.870843079,14.97463599,5441.155987
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 09_51_32_J319-P04.DATA,N.A.,3,2020-02-19 AKM,4.99887938,3.373734077,8.070110134,2.510829651,0,14.6549784,14.31601957,0,100.5749533,2.058423697,14.27049527,0,319.2392644,100.0037582,5.622002293,17.56550288,28.51810054,3.403331149,146.7868196,0,51.4993972,0,67.84348909,14.28313495,83.51686266,11.23692517,36.06372856,1.226766246,68.21992794,0,6642.889958,10.0512654,0,0,0,0,0,33.82115886,5.628971496,92.45544371,15.75368869,13.10028776,2.763416217,0,0,0,2.453032212,0,78.61302495,0,4.657521472,4.826124141,0,2.649877975,3.836882738,14.92680112,20.35791803,8255.615862
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 10_17_39_J319-P09.DATA,N.A.,3,2020-02-19 AKM,7.020743222,5.591242085,9.220630804,2.267281973,0,10.19168538,10.95615458,0,77.78481479,0,11.28429396,0,239.5263313,83.93399138,4.495579891,14.5889978,23.78455482,3.383058012,111.1432722,0,43.98722836,0,52.8909222,11.02420887,75.68053155,9.031000928,30.58616767,0,51.42251437,0,5852.67239,8.654710844,0,0,0,14.38491874,0,25.45759562,5.176799412,73.18025127,14.41077148,11.3688182,2.614447612,0,0,0,0,0,63.33376301,0,5.355013362,3.912793506,0,0,0,12.09294238,16.7866437,7210.194642
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 10_43_47_GLC37_new2.DATA,N.A.,0.3,2020-02-19 AKM,182.7638314,326.7871556,398.2628597,402.7150848,402.7671871,403.7961321,0,406.9021713,412.6042419,376.8758446,411.2846284,377.0253651,820.4181662,379.4777166,0,0,405.2040982,381.3373233,401.916952,0,0,0,380.5388532,399.8855344,373.9031292,363.5646343,373.3053694,369.4454348,0,0,4.150794396,396.4191077,0,0,376.636693,367.0289557,389.8279354,368.9740344,370.2074543,344.1938008,378.0289643,372.0774921,384.384547,367.0337508,0,0,0,0,352.6548092,362.4754713,370.9611673,389.0242204,0,0,0,0,2.471944092,14223.26663
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 11_09_51_GLC463_2.DATA,N.A.,0.2,2020-02-19 AKM,103.4102181,213.246284,493.9470261,480.0477194,233.6664775,934.2823575,0,224.3033192,1160.945002,409.1497596,230.4325149,197.9643136,889.5241352,771.9061133,194.0221116,0,431.8018948,371.6225683,833.6142069,171.3992027,182.1021588,186.4388948,738.3998615,186.3840638,698.6252981,347.2542994,706.1350368,181.8001474,0,0,205.4855498,782.117475,385.0666343,313.1435806,350.7198872,328.0743977,327.7274691,166.8496674,165.9917604,301.5305165,2.466113148,367.2018872,653.1642427,154.540268,304.7206022,152.7644877,295.5779183,0,295.4043142,0,362.321554,167.3093509,0,0,1.333105394,0,3.906496118,18944.41969
C:\CompassCDS\Data\2020\02\19_reprocessed\2020-02-20 11_35_53_Hex.DATA,N.A.,1,2020-02-19 AKM,7.94218739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.357697
